RespId	ExpId	Username	Cond	Result	Block	Target	Response	Distractors	Infl.distract	Colour.result	Number.result	Response.time	Unseen	Target.training	Target.training.views
fdfe2557q-79ad-3db4-2df5_1	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	nikavosu	nikavoti	nikavoti,nikasuda,nikadati	TRUE	TRUE	FALSE	4370	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_2	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	1	fugidati	fugidati	fugivosu,fugidasu,fugitivo	TRUE	TRUE	TRUE	2132	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_3	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	sobasuvo	sobadati	sobavoti,sobadati,sobadasu	TRUE	FALSE	FALSE	1582	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_4	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	1	kalitivo	kalitivo	kalidasu,kalidati,kalivosu	TRUE	TRUE	TRUE	16976	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_5	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	nikavosu	sobavosu	fugivosu,kalisuvo,sobavosu	FALSE	TRUE	TRUE	3673	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_6	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	kalidati	kalivoti	kalivosu,kalivoti,kalidasu	TRUE	FALSE	TRUE	2395	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_7	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	fugidasu	nikadasu	sobasuda,nikadasu,kalidasu	FALSE	TRUE	TRUE	2165	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_8	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	nikadasu	nikasuvo	nikavoti,nikasuvo,nikatida	TRUE	FALSE	TRUE	20774	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_9	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	sobativo	kalitivo	fugitivo,nikavoti,kalitivo	FALSE	TRUE	TRUE	2092	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_10	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	1	sobativo	sobadasu	sobadasu,sobadati,sobasuvo	TRUE	FALSE	FALSE	2072	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_11	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	1	kalitida	kalitida	nikatida,fugitida,sobadati	FALSE	TRUE	TRUE	2024	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_12	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	1	fugidasu	fugidasu	fugidati,fugivoti,fugivosu	TRUE	TRUE	TRUE	1592	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_13	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	sobativo	sobavoni	sobanida,sobavoni,sobadati	TRUE	TRUE	FALSE	2123	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_14	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	nikanimu	nikamuti	nikavoni,nikamuti,nikavoti	TRUE	TRUE	FALSE	2160	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_15	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	kalinimu	kalinida	kalinida,kalidati,kalitimu	TRUE	FALSE	TRUE	1931	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_16	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	fuginida	sobadani	nikanida,kalinida,sobadani	FALSE	TRUE	TRUE	1221	TRUE	NA	NA
fdfe2557q-79ad-3db4-2df5_17	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	nikavosu	nikamuti	nikativo,nikamuti,nikasumu	TRUE	FALSE	FALSE	2169	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_18	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	2	fugisuda	fugisuda	fugivoni,fugidani,fugisuvo	TRUE	TRUE	TRUE	1424	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_19	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	2	kalivoti	kalivoti	kalitimu,kalisuvo,kalisumu	TRUE	TRUE	TRUE	2687	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_20	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	sobadani	sobadati	sobamuni,sobatimu,sobadati	TRUE	TRUE	FALSE	2456	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_21	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	fugivoni	fugimuni	fugimuni,fugimuti,fugivoti	TRUE	FALSE	TRUE	1686	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_22	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	fugitida	fugisuda	fugisuvo,fugisuda,fugivoti	TRUE	TRUE	FALSE	2351	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_23	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	fuginimu	fugisumu	fugisuda,fugisumu,fuginida	TRUE	TRUE	FALSE	1805	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_24	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	nikadasu	nikamusu	nikamuni,nikanida,nikamusu	TRUE	FALSE	TRUE	1284	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_25	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	2	nikamusu	nikamusu	nikanivo,nikasuvo,nikamuni	TRUE	TRUE	TRUE	1860	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_26	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	kalitida	kalitimu	kalitimu,kalimuni,kalinida	TRUE	FALSE	TRUE	3159	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_27	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	kalimuti	fugimuti	nikatimu,fugimuti,sobamuti	FALSE	TRUE	TRUE	4666	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_28	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	sobanimu	sobasumu	sobanida,sobasumu,sobasuda	TRUE	TRUE	FALSE	1529	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_29	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	sobavosu	sobadati	sobasuda,sobativo,sobadati	TRUE	FALSE	FALSE	2123	FALSE	NA	3
fdfe2557q-79ad-3db4-2df5_30	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	2	kalitimu	kalimuni	kalitida,kalimuni,kalinida	TRUE	TRUE	FALSE	2134	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_31	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	sobanimu	sobanimu	sobavoti,sobanivo,sobatimu	TRUE	TRUE	TRUE	2053	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_32	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	nikasumu	nikasumu	nikadasu,nikatimu,nikatida	TRUE	TRUE	TRUE	2358	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_33	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalivosu	kalimusu	kalivoti,kalimuti,kalimusu	TRUE	FALSE	TRUE	2791	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_34	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	sobatida	sobatida	sobadasu,sobamusu,sobatimu	TRUE	TRUE	TRUE	2140	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_35	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalisuda	kalinida	kalinida,kalivoni,kalisuvo	TRUE	TRUE	FALSE	2071	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_36	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikanimu	nikavoni	nikamusu,nikasuvo,nikavoni	TRUE	FALSE	TRUE	1546	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_37	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	nikasuda	nikasuda	nikavoni,nikanida,nikavosu	TRUE	TRUE	TRUE	1480	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_38	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fugivosu	fugitivo	fugitivo,fugimuti,fugisumu	TRUE	TRUE	FALSE	2010	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_39	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalivoni	kalitida	kalitivo,kalinida,kalitida	TRUE	FALSE	FALSE	2291	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_40	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalidati	kalivoti	kalinivo,kalivoti,kalinida	TRUE	FALSE	TRUE	1833	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_41	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalitivo	kalidati	kalidani,kalinivo,kalidati	TRUE	FALSE	TRUE	3379	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_42	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fugimusu	fugimuti	fugimuti,fugitida,fugidasu	TRUE	TRUE	FALSE	2430	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_43	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	sobasumu	nikamusu	fugimusu,nikamusu,kalimusu	FALSE	TRUE	TRUE	1742	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_44	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	kalinida	kalinida	kalitida,kalimuni,kalitimu	TRUE	TRUE	TRUE	1810	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_45	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikatimu	nikamuni	nikamuni,nikavoni,nikativo	TRUE	TRUE	FALSE	1786	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_46	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fuginimu	fugitimu	fuginivo,fugivoti,fugitimu	TRUE	TRUE	FALSE	2062	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_47	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	nikativo	nikativo	nikavoni,nikanida,nikadati	TRUE	TRUE	TRUE	2056	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_48	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fugimuti	fugidati	fuginimu,fugidati,fugidani	TRUE	FALSE	TRUE	2044	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_49	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikavoni	sobanivo	sobanivo,fugivoni,kalinivo	FALSE	TRUE	TRUE	1854	FALSE	NA	NA
fdfe2557q-79ad-3db4-2df5_50	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fugisuda	fuginimu	fugidani,fugimusu,fuginimu	TRUE	FALSE	FALSE	6973	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_51	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalimusu	kalimuni	kalimuni,kalinivo,kalisuvo	TRUE	TRUE	FALSE	2035	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_52	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	sobasuda	sobasuda	sobamusu,sobamuti,sobadati	TRUE	TRUE	TRUE	4553	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_53	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikanida	nikavoni	nikavosu,nikadasu,nikavoni	TRUE	FALSE	TRUE	1752	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_54	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fugidani	fugisumu	fugisumu,fugimuni,fugisuda	TRUE	FALSE	FALSE	1797	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_55	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fuginivo	fuginimu	fugimusu,fuginimu,fugivosu	TRUE	FALSE	TRUE	2221	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_56	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalimuti	kalisuvo	kalisuvo,kalisumu,kalitivo	TRUE	FALSE	FALSE	1830	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_57	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	fugivoti	fugitida	fugidani,fugitida,fuginivo	TRUE	FALSE	TRUE	2496	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_58	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	fugidati	fugidati	fugimuti,fugimuni,fugidani	TRUE	TRUE	TRUE	1807	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_59	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	sobanida	sobanida	sobamuni,sobamusu,sobasuda	TRUE	TRUE	TRUE	2373	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_60	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikadati	nikadani	nikavoni,nikadani,nikavoti	TRUE	TRUE	FALSE	1641	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_61	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	sobasumu	sobavoni	sobamuni,sobavosu,sobavoni	TRUE	FALSE	FALSE	2250	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_62	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikavoni	nikanimu	nikanimu,nikamusu,nikasuvo	TRUE	FALSE	TRUE	2292	FALSE	NA	1
fdfe2557q-79ad-3db4-2df5_63	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	nikasuvo	nikavoni	nikasuda,nikavoni,nikanida	TRUE	TRUE	FALSE	1975	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_64	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	kalimuni	kalinida	kalisumu,kalinida,kalisuda	TRUE	FALSE	TRUE	1550	FALSE	NA	2
fdfe2557q-79ad-3db4-2df5_65	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	sobatimu	sobatimu	sobasumu,sobadasu,sobadati	TRUE	TRUE	TRUE	1610	TRUE	NA	0
fdfe2557q-79ad-3db4-2df5_66	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	sobativo	sobamuti	sobasuvo,sobamuti,sobamusu	TRUE	FALSE	TRUE	3955	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_67	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	TRUE	3	sobasuvo	sobasuvo	sobamuti,sobativo,sobasumu	TRUE	TRUE	TRUE	2175	FALSE	NA	4
fdfe2557q-79ad-3db4-2df5_68	fdfe2557q-79ad-3db4-2df5	A1QVNF19XSRSD7	Random	FALSE	3	sobavoni	sobamusu	sobamuni,sobavosu,sobamusu	TRUE	FALSE	FALSE	1880	TRUE	NA	0
5f685c4fq-ba5c-b690-e13b_1	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	fugisuda	fugisuda	sobasuda,kalisuda,nikasuda	FALSE	TRUE	TRUE	3678	FALSE	NA	NA
5f685c4fq-ba5c-b690-e13b_2	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	1	nikasuvo	nikasuda	nikadati,nikasuda,nikativo	TRUE	FALSE	TRUE	3762	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_3	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	kalidati	kalidati	kalisuvo,kalitivo,kalisuda	TRUE	TRUE	TRUE	4269	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_4	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	sobativo	sobativo	kalitivo,fugitivo,nikativo	FALSE	TRUE	TRUE	2614	FALSE	NA	NA
5f685c4fq-ba5c-b690-e13b_5	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	fugidati	fugidati	fugitivo,fugisuda,fugisuvo	TRUE	TRUE	TRUE	3105	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_6	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	sobasuvo	sobasuvo	sobativo,sobasuda,sobadati	TRUE	TRUE	TRUE	2027	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_7	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	1	nikasuvo	sobasuvo	sobasuvo,fugisuvo,kalisuvo	FALSE	TRUE	TRUE	2050	FALSE	NA	NA
5f685c4fq-ba5c-b690-e13b_8	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	1	kalidati	nikadati	nikadati,fugidati,sobadati	FALSE	TRUE	TRUE	2296	FALSE	NA	NA
5f685c4fq-ba5c-b690-e13b_9	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	fugisuda	fugisuda	fugisuvo,fugidati,fugitivo	TRUE	TRUE	TRUE	3041	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_10	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	1	sobativo	sobasuvo	sobadati,sobasuvo,sobasuda	TRUE	TRUE	FALSE	4605	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_11	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	1	kalitivo	kalidati	kalisuvo,kalisuda,kalidati	TRUE	FALSE	TRUE	2576	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_12	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	1	nikasuda	nikasuda	nikativo,nikasuvo,nikadati	TRUE	TRUE	TRUE	3440	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_13	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	fugidati	fugisuvo	fugisuvo,fugisuda,fugitivo	TRUE	FALSE	FALSE	4771	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_14	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	sobamuni	sobamuni	sobasuda,sobasumu,sobadani	TRUE	TRUE	TRUE	1982	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_15	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	nikasumu	nikanivo	nikanivo,nikamuni,nikasuvo	TRUE	FALSE	FALSE	2252	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_16	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	fugimuni	fugimuni	fugisumu,fugisuda,fugidani	TRUE	TRUE	TRUE	1959	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_17	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	sobadani	sobadani	sobamuni,sobadati,sobamuti	TRUE	TRUE	TRUE	2275	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_18	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	nikamuni	nikanivo	nikativo,nikamuti,nikanivo	TRUE	FALSE	TRUE	1770	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_19	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	fuginivo	fugimuni	fugimuti,fugitivo,fugimuni	TRUE	FALSE	TRUE	1425	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_20	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	kalimuni	kalimuni	kalidati,kalimuti,kalidani	TRUE	TRUE	TRUE	2259	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_21	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	sobativo	sobativo	sobanivo,sobadani,sobadati	TRUE	TRUE	TRUE	2496	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_22	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	kalidati	kalimuti	kalimuni,kalimuti,kalidani	TRUE	FALSE	TRUE	2269	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_23	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	nikasuda	nikamuni	nikamuni,nikasumu,nikadani	TRUE	FALSE	FALSE	2511	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_24	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	sobasuvo	sobasuda	sobasuda,sobadati,sobativo	TRUE	FALSE	TRUE	1785	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_25	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	nikasuvo	nikasumu	nikativo,nikasumu,nikamuti	TRUE	FALSE	TRUE	2022	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_26	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	kalimuti	kalimuni	kalidati,kalimuni,kalidani	TRUE	TRUE	FALSE	2571	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_27	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	fugidani	fugidani	nikadani,sobadani,kalidani	FALSE	TRUE	TRUE	3707	TRUE	NA	NA
5f685c4fq-ba5c-b690-e13b_28	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	kalimuti	kalimuti	sobamuti,fugimuti,nikamuti	FALSE	TRUE	TRUE	3832	FALSE	NA	NA
5f685c4fq-ba5c-b690-e13b_29	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	2	kalitivo	kalitivo	kalisumu,kalisuvo,kalimuti	TRUE	TRUE	TRUE	1839	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_30	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	2	fugisuda	fugisuvo	fuginivo,fugisuvo,fugidani	TRUE	FALSE	TRUE	1808	FALSE	NA	3
5f685c4fq-ba5c-b690-e13b_31	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	3	fugimuni	fugimuni	fugitivo,fugimuti,fuginivo	TRUE	TRUE	TRUE	4108	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_32	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	nikasumu	nikamuti	nikadati,nikamuti,nikasuda	TRUE	TRUE	FALSE	1504	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_33	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	3	sobanivo	sobanivo	sobamuni,sobasuvo,sobasumu	TRUE	TRUE	TRUE	1651	TRUE	NA	0
5f685c4fq-ba5c-b690-e13b_34	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	kalimuti	kalisuvo	kalitivo,kalisuvo,kalisumu	TRUE	FALSE	FALSE	2799	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_35	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	nikadani	nikanivo	nikasuvo,nikasuda,nikanivo	TRUE	FALSE	TRUE	3107	TRUE	NA	0
5f685c4fq-ba5c-b690-e13b_36	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	sobadati	sobasumu	sobamuti,sobasuda,sobasumu	TRUE	FALSE	FALSE	3941	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_37	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	sobamuni	sobanivo	sobanivo,sobamuti,sobativo	TRUE	FALSE	TRUE	6373	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_38	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	sobadani	sobamuni	sobasuda,sobamuni,sobasumu	TRUE	FALSE	TRUE	1922	FALSE	NA	2
5f685c4fq-ba5c-b690-e13b_39	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	sobasuvo	sobamuti	sobamuti,sobativo,sobasumu	TRUE	FALSE	FALSE	3067	FALSE	NA	4
5f685c4fq-ba5c-b690-e13b_40	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	3	sobamuti	sobamuti	sobadati,sobasumu,sobasuda	TRUE	TRUE	TRUE	4319	TRUE	NA	0
5f685c4fq-ba5c-b690-e13b_41	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	kalitivo	kalidati	kalinivo,kalidani,kalidati	TRUE	FALSE	TRUE	1702	FALSE	NA	4
5f685c4fq-ba5c-b690-e13b_42	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	kalisuda	kalisuvo	kalinivo,kalisuvo,kalidani	TRUE	FALSE	TRUE	2597	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_43	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	nikadati	nikanivo	nikativo,nikadani,nikanivo	TRUE	FALSE	FALSE	3537	TRUE	NA	0
5f685c4fq-ba5c-b690-e13b_44	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	TRUE	3	nikanivo	nikanivo	nikamuni,nikasuvo,nikasumu	TRUE	TRUE	TRUE	2076	FALSE	NA	1
5f685c4fq-ba5c-b690-e13b_45	5f685c4fq-ba5c-b690-e13b	A16D58XMMILYIC	Complex	FALSE	3	kalisuvo	kalimuti	kalitivo,kalimuti,kalisumu	TRUE	FALSE	FALSE	2693	TRUE	NA	0
